id;mask_not_process;type;title;unit;req_amount;globus_method;globus_url;keyword;perekrestok_method;perekrestok_url;okey_method;okey_url;ashan_method;ashan_url;utkonos_method;utkonos_url;lamoda_method;lamoda_url;keywords_cons;keywords_pro;mask_checked;fatcontent;gks_method;gks_id
11;;прод;Сметана;кг;1.8;byurls;https://online.globus.ru/search/?section_id=634&q=%D1%81%D0%BC%D0%B5%D1%82%D0%B0%D0%BD%D0%B0&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64 https://online.globus.ru/search/?section_id=1173&q=%D1%81%D0%BC%D0%B5%D1%82%D0%B0%D0%BD%D0%B0&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;сметана;byurls;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/smetana?;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/SearchDisplay?searchTermScope=&searchType=1000&filterTerm=&maxPrice=&top_category=&showResultsPage=true&langId=-20&beginIndex=0&advancedSearch=&sType=SimpleSearch&metaData=&pageSize=72&manufacturer=&resultCatEntryType=2&catalogId=12051&pageView=grid&searchTerm=%D1%81%D0%BC%D0%B5%D1%82%D0%B0%D0%BD%D0%B0&minPrice=&urlLangId=-20&categoryId=16101&storeId=10151;skip;;byurls;https://www.utkonos.ru/cat/2279 https://www.utkonos.ru/cat/4261-2207-912047;skip;;\bсметанн(?:\.?ый)?\s*прод(?:\.?укт)?|\bпрод(?:\.?укт)?\s*сметанн(?:\.?ый)?;;;;skip;1102
12;;прод;Творог нежирный;кг;10;byurls;https://online.globus.ru/search/?section_id=611&q=%D1%82%D0%B2%D0%BE%D1%80%D0%BE%D0%B3&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64&searchFilter_1414_3745925886=Y&searchFilter_1414_1964963658=Y&searchFilter_1414_35243996=Y&searchFilter_1414_2601555558=Y&searchFilter_1414_3960973040=Y&set_filter=Y;творог;byurls;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/tvorog-syrki?attr%5B1667%5D%5Bfrom%5D=0&attr%5B1667%5D%5Bto%5D=5.2;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=16106&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-70000000000000246511058107410861088108610753210851072109010911088107210831100108510991081,-70000000000000091524837,-700000000000000915248444937,-700000000000000915248445037,-700000000000000915248445337,-70000000000000091524937,-70000000000000091525037,-700000000000000915251445337,-70000000000000091525337,-700000000000000915253445337&facet=ads_f20505_ntk_cs%3A%22%D0%A2%D0%B2%D0%BE%D1%80%D0%BE%D0%B3+%D0%BD%D0%B0%D1%82%D1%83%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%22,ads_f16501_ntk_cs%3A%220%25%22,ads_f16501_ntk_cs%3A%220%2C1%25%22,ads_f16501_ntk_cs%3A%220%2C2%25%22,ads_f16501_ntk_cs%3A%220%2C5%25%22,ads_f16501_ntk_cs%3A%221%25%22,ads_f16501_ntk_cs%3A%222%25%22,ads_f16501_ntk_cs%3A%223%2C5%25%22,ads_f16501_ntk_cs%3A%225%25%22,ads_f16501_ntk_cs%3A%225%2C5%25%22;skip;;byurls;https://www.utkonos.ru/cat/14 https://www.utkonos.ru/cat/4261-2207-977284;skip;;масса творожная|творожная масса|творожный продукт|сырок|десерт|творожок;;1;0 4;skip;1106
13;;прод;Сыры сычужные твердые и мягкие;кг;2.5;byurls;https://online.globus.ru/search/?section_id=613&q=%D1%81%D1%8B%D1%80+&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64 https://online.globus.ru/search/?section_id=614&q=%D1%81%D1%8B%D1%80+&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;сыр;byurls;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/syry?attr%5B1613%5D%5B%5D=myagkiy&attr%5B1613%5D%5B%5D=polutverdyy&attr%5B1613%5D%5B%5D=tverdyy;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=16114&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713;skip;;byurls;https://www.utkonos.ru/cat/16-15-189 https://www.utkonos.ru/cat/16-15-191;skip;;;\bроссийск|\bголландск|\bшвейцарск|\bадыгейск;;;skip;1201
14;;прод;Яйца куриные;10 шт.;18;byurls;https://online.globus.ru/search/?section_id=629&q=%D1%8F%D0%B9%D1%86%D0%B0&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&searchFilter_573_2857199108=Y&set_filter=Y&count=64;яйца;byurls;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/yaytso?attr%5B1936%5D%5B%5D=yaytso-kurinoe;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=16104&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-70000000000000246511050109110881080108510861077&facet=ads_f20505_ntk_cs%3A%22%D0%9A%D1%83%D1%80%D0%B8%D0%BD%D0%BE%D0%B5%22;skip;;byurls;https://www.utkonos.ru/cat/108-152-934 https://www.utkonos.ru/cat/108-152-930 https://www.utkonos.ru/cat/108-152-929 https://www.utkonos.ru/cat/108-152-933;skip;;\bперепел;;;;skip;1501
15;;прод;Сахар-песок;кг;20;byurls;https://online.globus.ru/search/?q=%D1%81%D0%B0%D1%85%D0%B0%D1%80+%D0%BF%D0%B5%D1%81%D0%BE%D0%BA&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;сахар песок;byurls;https://www.perekrestok.ru/catalog/kofe-chay-sahar/sahar?attr%5B1605%5D%5B%5D=pesok&attr%5B2151%5D%5B%5D=belyy;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=24573&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-700000000000002565110571072109310721088&facet=ads_f20507_ntk_cs%3A%22%D0%A1%D0%B0%D1%85%D0%B0%D1%80%22;byurls;https://www.auchan.ru/pokupki/eda/kofe-chai-sahar/sahar-i-saharozameniteli/sahar-kuskovoj.html?limit=96;byurls;https://www.utkonos.ru/cat/44-1401-687537;skip;;\bтростник|\bкусков|рафинад|\bс?прессов|\bсахарозаменит;;;;skip;1601
16;;прод;Мука пшеничная;кг;20;byurls;https://online.globus.ru/search/?q=%D0%BC%D1%83%D0%BA%D0%B0+%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D0%B0%D1%8F&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;мука;byurls;https://www.perekrestok.ru/catalog/makarony-krupy-spetsii/muka?attr%5B1589%5D%5B%5D=pshenichnaya;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&categoryId=15066&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-70000000000000256511052109110821072,-7000000000000024651105510961077108510801095108510721103;byurls;https://www.auchan.ru/pokupki/eda/bakaleja/muka-i-smesi-dlya-hlebopechek/pshenichnaja-muka.html?limit=96;byurls;https://www.utkonos.ru/cat/45-66-439;skip;;"\bсмесь\s*(?:д/|для\s*)вып(?:е)?;хлебная\s*смесь;\bсмесь\s*хлебная;\bсмесь\s*мучная;фокаччо|десерт|пудинг;\bпицц|\bкекс|\bмаффин|\bоладь|\bхлеб\b";;;;skip;2101
17;;прод;Хлеб из ржаной муки и из смеси муки ржаной и пшеничной;кг;115;byurls;https://online.globus.ru/search/?section_id=785&q=%D1%85%D0%BB%D0%B5%D0%B1&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&searchFilter_995_4196395929=Y&searchFilter_995_1662433827=Y&set_filter=Y&count=64;хлеб ржаной;byurls;https://www.perekrestok.ru/catalog/hleb-sladosti-sneki/hleb-lavash-lepeshki?attr%5B1853%5D%5B%5D=hleb&attr%5B2255%5D%5B%5D=hleb&page=1&sort=rate_desc;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=16596&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&filterFacet=;skip;;byurls;https://www.utkonos.ru/cat/111-157-874028;skip;;;"\bдарницк|\bбородинск|\bржан;\bхлеб|\bбатон|\bбулка";;;skip;2201
18;;прод;Хлеб и булочные изделия из пшеничной муки 1 и 2 сортов;кг;75;byurls;https://online.globus.ru/search/?section_id=785&q=%D1%85%D0%BB%D0%B5%D0%B1&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64&searchFilter_995_2367216399=Y&set_filter=Y;хлеб пшеничный 1 2 сорт;byurls;https://www.perekrestok.ru/catalog/hleb-sladosti-sneki/hleb-lavash-lepeshki?attr%5B1853%5D%5B%5D=hleb&attr%5B2255%5D%5B%5D=hleb&page=1&sort=rate_desc;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/SearchDisplay?searchTermScope=&searchType=1000&filterTerm=&maxPrice=&top_category=&showResultsPage=true&langId=-20&beginIndex=0&advancedSearch=&sType=SimpleSearch&metaData=&pageSize=72&manufacturer=&resultCatEntryType=2&catalogId=12051&pageView=grid&searchTerm=%D1%85%D0%BB%D0%B5%D0%B1+%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D1%8B%D0%B9&minPrice=&urlLangId=-20&categoryId=16592&storeId=10151;skip;;byurls;https://www.utkonos.ru/cat/111-157-874028;skip;;;\bстоличн|\bгородск|\bмолочный|\bнарезной;;;skip;2203
19;;прод;Рис шлифованный;кг;5;byurls;https://online.globus.ru/search/?section_id=722&q=%D1%80%D0%B8%D1%81&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&searchFilter_939_1844118082=Y&set_filter=Y&count=64;рис;byurls;https://www.perekrestok.ru/catalog/makarony-krupy-spetsii/krupy-i-bobovye?attr%5B1870%5D%5B%5D=ris&attr%5B2201%5D%5B%5D=shlifovannyy;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=%5BLjava.lang.String%3B%4072be72be&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=2&catalogId=12051&searchTerm=%D1%80%D0%B8%D1%81&resultsPerPage=72&emsName=&facet=&categoryId=15064&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259723&facetId=-700000000000000915110641083108010921086107410721085108510991081&facet=ads_f16004_ntk_cs%253A%2522%25D0%25A8%25D0%25BB%25D0%25B8%25D1%2584%25D0%25BE%25D0%25B2%25D0%25B0%25D0%25BD%25D0%25BD%25D1%258B%25D0%25B9%2522;byurls;https://www.auchan.ru/pokupki/eda/bakaleja/krupy-boby/ris.html?limit=96;byurls;https://www.utkonos.ru/cat/41-56-409;skip;;;\bшлиф;;;skip;2301
20;;прод;Пшено;кг;6;byurls;https://online.globus.ru/search/?section_id=727&q=%D0%BF%D1%88%D0%B5%D0%BD%D0%BE&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;пшено;byurls;https://www.perekrestok.ru/catalog/makarony-krupy-spetsii/krupy-i-bobovye?attr%5B1870%5D%5B%5D=pshenichnaya;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/SearchDisplay?searchTermScope=&searchType=1000&filterTerm=&maxPrice=&top_category=&showResultsPage=true&langId=-20&advancedSearch=&sType=SimpleSearch&metaData=&pageSize=72&manufacturer=&resultCatEntryType=2&catalogId=12051&pageView=grid&searchTerm=%D0%BF%D1%88%D0%B5%D0%BD%D0%BE&minPrice=&urlLangId=-20&categoryId=15064&storeId=10151;byurls;https://www.auchan.ru/pokupki/eda/bakaleja/krupy-boby/pshenichnaja-krupa.html?limit=96;byurls;https://www.utkonos.ru/cat/41-56-910867;skip;;\bхлопья;;;;skip;2303
21;;прод;Горох и фасоль;кг;7.3;byurls;https://online.globus.ru/search/?section_id=724&q=%D0%B3%D0%BE%D1%80%D0%BE%D1%85&s=%D0%9DD0%B0%D0%B9%D1%82%D0%B8&count=64 https://online.globus.ru/search/?section_id=724&q=%D1%84%D0%B0%D1%81%D0%BE%D0%BB%D1%8C&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;горох фасоль;byurls;https://www.perekrestok.ru/catalog/makarony-krupy-spetsii/krupy-i-bobovye?attr%5B1870%5D%5B%5D=goroh&attr%5B1870%5D%5B%5D=fasol;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=15064&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-70000000000000256511043108610881086109344321092107210891086108311004432109510771095108010941072&facet=ads_f20507_ntk_cs%3A%22%D0%93%D0%BE%D1%80%D0%BE%D1%85%2C+%D1%84%D0%B0%D1%81%D0%BE%D0%BB%D1%8C%2C+%D1%87%D0%B5%D1%87%D0%B8%D1%86%D0%B0%22;byurls;https://www.auchan.ru/pokupki/eda/bakaleja/krupy-boby/goroh.html?limit=96 https://www.auchan.ru/pokupki/eda/bakaleja/krupy-boby/fasol.html?limit=96;byurls;https://www.utkonos.ru/cat/41-56-413 https://www.utkonos.ru/cat/41-56-414;skip;;\bнут\b|\bмаш\b|\bчечевиц|\bсуп(?:\b|\s*-);;;;skip;2306
22;;прод;Вермишель;кг;6;byurls;https://online.globus.ru/search/?section_id=726&q=%D0%B2%D0%B5%D1%80%D0%BC%D0%B8%D1%88%D0%B5%D0%BB%D1%8C&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;вермишель;byurls;https://www.perekrestok.ru/catalog/makarony-krupy-spetsii/makaronnye-izdeliya?attr%5B1585%5D%5B%5D=vermishel;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=%5BLjava.lang.String%3B%406bf86bf8&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=2&catalogId=12051&searchTerm=%D0%B2%D0%B5%D1%80%D0%BC%D0%B8%D1%88%D0%B5%D0%BB%D1%8C&resultsPerPage=72&emsName=&facet=&categoryId=15065&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259723&facetId=-7000000000000024651104210771088108410801096107710831100&facet=ads_f20505_ntk_cs%3A%22%D0%92%D0%B5%D1%80%D0%BC%D0%B8%D1%88%D0%B5%D0%BB%D1%8C%22;byurls;https://www.auchan.ru/pokupki/eda/bakaleja/makarony/vermishel.html?limit=96;byurls;https://www.utkonos.ru/cat/42-481-40808;skip;;\bкукуруз|\bгречн|\bфунчоза;;;;skip;2401
23;;прод;Картофель;кг;150;byurls;https://online.globus.ru/search/?section_id=687&q=%D0%BA%D0%B0%D1%80%D1%82%D0%BE%D1%84%D0%B5%D0%BB%D1%8C&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;картошка;byurls;https://www.perekrestok.ru/catalog/ovoschi-frukty-griby/ovoschi?attr%5B1930%5D%5B%5D=kartofel;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=16570&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-7000000000000025651105010721088109010861092107710831100&facet=ads_f20507_ntk_cs%3A%22%D0%9A%D0%B0%D1%80%D1%82%D0%BE%D1%84%D0%B5%D0%BB%D1%8C%22;skip;;byurls;https://www.utkonos.ru/cat/28-132-886547;skip;;;;;;skip;2501
24;;прод;Капуста белокочанная свежая;кг;35;byurls;https://online.globus.ru/search/?section_id=691&q=%D0%BA%D0%B0%D0%BF%D1%83%D1%81%D1%82%D0%B0+%D0%B1%D0%B5%D0%BB%D0%BE%D0%BA%D0%BE%D1%87%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;капуста;byurls;https://www.perekrestok.ru/catalog/ovoschi-frukty-griby/ovoschi?attr%5B1930%5D%5B%5D=kapusta;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=16570&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-70000000000000256511050107210871091108910901072&facet=ads_f20507_ntk_cs%3A%22%D0%9A%D0%B0%D0%BF%D1%83%D1%81%D1%82%D0%B0%22;skip;;byurls;https://www.utkonos.ru/cat/28-132-887031;skip;;\bцветн|\bкитайск|\bброкколи|\bкраснокоч|\bкрасная|\bсавойск|\bбрюссельск|\bсалат;;;;skip;2601
25;;прод;Морковь;кг;35;byurls;https://online.globus.ru/search/?section_id=687&q=%D0%BC%D0%BE%D1%80%D0%BA%D0%BE%D0%B2%D1%8C&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64;морковь;byurls;https://www.perekrestok.ru/catalog/ovoschi-frukty-griby/ovoschi?attr%5B1930%5D%5B%5D=morkov;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=16570&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-70000000000000256511052108610881082108610741100&facet=ads_f20507_ntk_cs%3A%22%D0%9C%D0%BE%D1%80%D0%BA%D0%BE%D0%B2%D1%8C%22;skip;;byurls;https://www.utkonos.ru/cat/28-132-886551;skip;;\bмини\b|\bмини-|\bнабор\s*овощн;;;;skip;2605
26;;прод;Огурцы свежие;кг;1.8;byurls;https://online.globus.ru/search/?section_id=688&q=%D0%BE%D0%B3%D1%83%D1%80%D1%86%D1%8B&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&searchFilter_1047_3661895951=Y&searchFilter_1047_1129138357=Y&set_filter=Y&count=64;огурцы;byurls;https://www.perekrestok.ru/catalog/ovoschi-frukty-griby/ovoschi?attr%5B1930%5D%5B%5D=ogurets;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=16570&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-7000000000000025651105410751091108810771094&facet=ads_f20507_ntk_cs%3A%22%D0%9E%D0%B3%D1%83%D1%80%D0%B5%D1%86%22;skip;;byurls;https://www.utkonos.ru/cat/28-132-883624;skip;;\bкорниш|\bассорти|\bмикс\b;;;;skip;2621
27;;прод;Лук репчатый;кг;20;byurls;https://online.globus.ru/search/?section_id=689&q=%D0%BB%D1%83%D0%BA%20%D1%80%D0%B5%D0%BF%D1%87%D0%B0%D1%82%D1%8B%D0%B9&s=%D0%9D%D0%B0%D0%B9%D1%82%D0%B8&count=64&searchFilter_1001_2326859943=Y&set_filter=Y;лук;byurls;https://www.perekrestok.ru/catalog/ovoschi-frukty-griby/ovoschi?attr%5B1930%5D%5B%5D=luk;byurls;https://www.okeydostavka.ru/webapp/wcs/stores/servlet/ProductListingView?lm=&searchType=1000&filterTerm=&langId=-20&advancedSearch=&sType=SimpleSearch&gridPosition=&metaData=&manufacturer=&custom_view=true&ajaxStoreImageDir=%2Fwcsstore%2FOKMarketSAS%2F&resultCatEntryType=&catalogId=12051&searchTerm=&resultsPerPage=72&emsName=&facet=&categoryId=16570&storeId=10151&disableProductCompare=true&ddkey=ProductListingView_6_-1011_3074457345618259713&facetId=-7000000000000025651105110911082&facet=ads_f20507_ntk_cs%3A%22%D0%9B%D1%83%D0%BA%22;skip;;byurls;https://www.utkonos.ru/cat/28-132-886555;skip;;\bпорей;;;;skip;2603
